istorageid,benabled,bexistfree,ffreebeginprice,ffreeendprice,ccountrys,crule,csuperrule,fbeginprice,fendprice,bistracking,bisspecial,ccode,istartweight,iendweight
1,true,false,null,null,"AS,AU,CK,TP,FJ,GU,KI,NC,NZ,NU,PG,WS,SB,TO,TV,VU,DW","224.4",$p*1.215,0.0,10000.0,null,false,D,3000,3500
1,true,false,null,null,"AS,AU,CK,TP,FJ,GU,KI,NC,NZ,NU,PG,WS,SB,TO,TV,VU,DW","248.1",$p*1.215,0.0,10000.0,null,false,D,3500,4000
1,true,false,null,null,"AS,AU,CK,TP,FJ,GU,KI,NC,NZ,NU,PG,WS,SB,TO,TV,VU,DW","271.8",$p*1.215,0.0,10000.0,null,false,D,4000,4500
1,true,false,null,null,"AS,AU,CK,TP,FJ,GU,KI,NC,NZ,NU,PG,WS,SB,TO,TV,VU,DW","295.5",$p*1.215,0.0,10000.0,null,false,D,4500,5000
1,true,false,null,null,"AS,AU,CK,TP,FJ,GU,KI,NC,NZ,NU,PG,WS,SB,TO,TV,VU,DW","316.8",$p*1.215,0.0,10000.0,null,false,D,5000,5500
1,true,false,null,null,"AS,AU,CK,TP,FJ,GU,KI,NC,NZ,NU,PG,WS,SB,TO,TV,VU,DW","338.1",$p*1.215,0.0,10000.0,null,false,D,5500,6000
1,true,false,null,null,"AS,AU,CK,TP,FJ,GU,KI,NC,NZ,NU,PG,WS,SB,TO,TV,VU,DW","359.4",$p*1.215,0.0,10000.0,null,false,D,6000,6500
1,true,false,null,null,"AS,AU,CK,TP,FJ,GU,KI,NC,NZ,NU,PG,WS,SB,TO,TV,VU,DW","380.7",$p*1.215,0.0,10000.0,null,false,D,6500,7000
1,true,false,null,null,"AS,AU,CK,TP,FJ,GU,KI,NC,NZ,NU,PG,WS,SB,TO,TV,VU,DW","402.00",$p*1.215,0.0,10000.0,null,false,D,7000,7500
1,true,false,null,null,"AS,AU,CK,TP,FJ,GU,KI,NC,NZ,NU,PG,WS,SB,TO,TV,VU,DW","423.30",$p*1.215,0.0,10000.0,null,false,D,7500,8000
1,true,false,null,null,"AS,AU,CK,TP,FJ,GU,KI,NC,NZ,NU,PG,WS,SB,TO,TV,VU,DW","444.6",$p*1.215,0.0,10000.0,null,false,D,8000,8500
1,true,false,null,null,"AS,AU,CK,TP,FJ,GU,KI,NC,NZ,NU,PG,WS,SB,TO,TV,VU,DW","465.9",$p*1.215,0.0,10000.0,null,false,D,8500,9000
1,true,false,null,null,"AS,AU,CK,TP,FJ,GU,KI,NC,NZ,NU,PG,WS,SB,TO,TV,VU,DW","487.2",$p*1.215,0.0,10000.0,null,false,D,9000,9500
1,true,false,null,null,"AS,AU,CK,TP,FJ,GU,KI,NC,NZ,NU,PG,WS,SB,TO,TV,VU,DW","508.5",$p*1.215,0.0,10000.0,null,false,D,9500,10000
1,true,false,null,null,"AS,AU,CK,TP,FJ,GU,KI,NC,NZ,NU,PG,WS,SB,TO,TV,VU,DW","528.6",$p*1.215,0.0,10000.0,null,false,D,10000,10500
1,true,false,null,null,"AS,AU,CK,TP,FJ,GU,KI,NC,NZ,NU,PG,WS,SB,TO,TV,VU,DW","548.7",$p*1.215,0.0,10000.0,null,false,D,10500,11000
1,true,false,null,null,"AS,AU,CK,TP,FJ,GU,KI,NC,NZ,NU,PG,WS,SB,TO,TV,VU,DW","568.8",$p*1.215,0.0,10000.0,null,false,D,11000,11500
1,true,false,null,null,"AS,AU,CK,TP,FJ,GU,KI,NC,NZ,NU,PG,WS,SB,TO,TV,VU,DW","588.9",$p*1.215,0.0,10000.0,null,false,D,11500,12000
1,true,false,null,null,"AS,AU,CK,TP,FJ,GU,KI,NC,NZ,NU,PG,WS,SB,TO,TV,VU,DW","609.00",$p*1.215,0.0,10000.0,null,false,D,12000,12500
1,true,false,null,null,"AS,AU,CK,TP,FJ,GU,KI,NC,NZ,NU,PG,WS,SB,TO,TV,VU,DW","629.1",$p*1.215,0.0,10000.0,null,false,D,12500,13000
1,true,false,null,null,"AS,AU,CK,TP,FJ,GU,KI,NC,NZ,NU,PG,WS,SB,TO,TV,VU,DW","649.2",$p*1.215,0.0,10000.0,null,false,D,13000,13500
1,true,false,null,null,"AS,AU,CK,TP,FJ,GU,KI,NC,NZ,NU,PG,WS,SB,TO,TV,VU,DW","669.3",$p*1.215,0.0,10000.0,null,false,D,13500,14000
1,true,false,null,null,"AS,AU,CK,TP,FJ,GU,KI,NC,NZ,NU,PG,WS,SB,TO,TV,VU,DW","689.4",$p*1.215,0.0,10000.0,null,false,D,14000,14500
1,true,false,null,null,"AS,AU,CK,TP,FJ,GU,KI,NC,NZ,NU,PG,WS,SB,TO,TV,VU,DW","709.5",$p*1.215,0.0,10000.0,null,false,D,14500,15000
1,true,false,null,null,"AS,AU,CK,TP,FJ,GU,KI,NC,NZ,NU,PG,WS,SB,TO,TV,VU,DW","729.6",$p*1.215,0.0,10000.0,null,false,D,15000,15500
1,true,false,null,null,"AS,AU,CK,TP,FJ,GU,KI,NC,NZ,NU,PG,WS,SB,TO,TV,VU,DW","749.7",$p*1.215,0.0,10000.0,null,false,D,15500,16000
1,true,false,null,null,"AS,AU,CK,TP,FJ,GU,KI,NC,NZ,NU,PG,WS,SB,TO,TV,VU,DW","769.8",$p*1.215,0.0,10000.0,null,false,D,16000,16500
1,true,false,null,null,"AS,AU,CK,TP,FJ,GU,KI,NC,NZ,NU,PG,WS,SB,TO,TV,VU,DW","789.9",$p*1.215,0.0,10000.0,null,false,D,16500,17000
1,true,false,null,null,"AS,AU,CK,TP,FJ,GU,KI,NC,NZ,NU,PG,WS,SB,TO,TV,VU,DW","810.00",$p*1.215,0.0,10000.0,null,false,D,17000,17500
1,true,false,null,null,"AS,AU,CK,TP,FJ,GU,KI,NC,NZ,NU,PG,WS,SB,TO,TV,VU,DW","830.1",$p*1.215,0.0,10000.0,null,false,D,17500,18000
1,true,false,null,null,"AS,AU,CK,TP,FJ,GU,KI,NC,NZ,NU,PG,WS,SB,TO,TV,VU,DW","850.2",$p*1.215,0.0,10000.0,null,false,D,18000,18500
1,true,false,null,null,"AS,AU,CK,TP,FJ,GU,KI,NC,NZ,NU,PG,WS,SB,TO,TV,VU,DW","870.3",$p*1.215,0.0,10000.0,null,false,D,18500,19000
1,true,false,null,null,"AS,AU,CK,TP,FJ,GU,KI,NC,NZ,NU,PG,WS,SB,TO,TV,VU,DW","890.4",$p*1.215,0.0,10000.0,null,false,D,19000,19500
1,true,false,null,null,"AS,AU,CK,TP,FJ,GU,KI,NC,NZ,NU,PG,WS,SB,TO,TV,VU,DW","910.5",$p*1.215,0.0,10000.0,null,false,D,19500,20000
1,true,false,null,null,"HK,MO","51.9",$p*1.215,0.0,10000.0,null,false,D,0,500
1,true,false,null,null,"HK,MO","63.3",$p*1.215,0.0,10000.0,null,false,D,500,1000
1,true,false,null,null,"HK,MO","74.7",$p*1.215,0.0,10000.0,null,false,D,1000,1500
1,true,false,null,null,"HK,MO","86.1",$p*1.215,0.0,10000.0,null,false,D,1500,2000
1,true,false,null,null,"HK,MO","97.5",$p*1.215,0.0,10000.0,null,false,D,2000,2500
1,true,false,null,null,"HK,MO","108.6",$p*1.215,0.0,10000.0,null,false,D,2500,3000
1,true,false,null,null,"HK,MO","119.7",$p*1.215,0.0,10000.0,null,false,D,3000,3500
1,true,false,null,null,"HK,MO","130.8",$p*1.215,0.0,10000.0,null,false,D,3500,4000
1,true,false,null,null,"HK,MO","141.9",$p*1.215,0.0,10000.0,null,false,D,4000,4500
1,true,false,null,null,"HK,MO","153",$p*1.215,0.0,10000.0,null,false,D,4500,5000
1,true,false,null,null,"HK,MO","163.2",$p*1.215,0.0,10000.0,null,false,D,5000,5500
1,true,false,null,null,"HK,MO","173.4",$p*1.215,0.0,10000.0,null,false,D,5500,6000
1,true,false,null,null,"HK,MO","183.6",$p*1.215,0.0,10000.0,null,false,D,6000,6500
1,true,false,null,null,"HK,MO","193.8",$p*1.215,0.0,10000.0,null,false,D,6500,7000
1,true,false,null,null,"HK,MO","204",$p*1.215,0.0,10000.0,null,false,D,7000,7500
1,true,false,null,null,"HK,MO","214.2",$p*1.215,0.0,10000.0,null,false,D,7500,8000
1,true,false,null,null,"HK,MO","224.4",$p*1.215,0.0,10000.0,null,false,D,8000,8500
1,true,false,null,null,"HK,MO","234.6",$p*1.215,0.0,10000.0,null,false,D,8500,9000
1,true,false,null,null,"HK,MO","244.8",$p*1.215,0.0,10000.0,null,false,D,9000,9500
1,true,false,null,null,"HK,MO","255",$p*1.215,0.0,10000.0,null,false,D,9500,10000
1,true,false,null,null,"HK,MO","263.4",$p*1.215,0.0,10000.0,null,false,D,10000,10500
1,true,false,null,null,"HK,MO","271.8",$p*1.215,0.0,10000.0,null,false,D,10500,11000
1,true,false,null,null,"HK,MO","280.2",$p*1.215,0.0,10000.0,null,false,D,11000,11500
1,true,false,null,null,"HK,MO","288.6",$p*1.215,0.0,10000.0,null,false,D,11500,12000
1,true,false,null,null,"HK,MO","297",$p*1.215,0.0,10000.0,null,false,D,12000,12500
1,true,false,null,null,"HK,MO","305.4",$p*1.215,0.0,10000.0,null,false,D,12500,13000
1,true,false,null,null,"HK,MO","313.8",$p*1.215,0.0,10000.0,null,false,D,13000,13500
1,true,false,null,null,"HK,MO","322.2",$p*1.215,0.0,10000.0,null,false,D,13500,14000
1,true,false,null,null,"HK,MO","330.6",$p*1.215,0.0,10000.0,null,false,D,14000,14500
1,true,false,null,null,"HK,MO","339",$p*1.215,0.0,10000.0,null,false,D,14500,15000
1,true,false,null,null,"HK,MO","347.4",$p*1.215,0.0,10000.0,null,false,D,15000,15500
1,true,false,null,null,"HK,MO","355.8",$p*1.215,0.0,10000.0,null,false,D,15500,16000
1,true,false,null,null,"HK,MO","364.2",$p*1.215,0.0,10000.0,null,false,D,16000,16500
1,true,false,null,null,"HK,MO","372.6",$p*1.215,0.0,10000.0,null,false,D,16500,17000
1,true,false,null,null,"HK,MO","381",$p*1.215,0.0,10000.0,null,false,D,17000,17500
1,true,false,null,null,"HK,MO","389.4",$p*1.215,0.0,10000.0,null,false,D,17500,18000
1,true,false,null,null,"HK,MO","397.8",$p*1.215,0.0,10000.0,null,false,D,18000,18500
1,true,false,null,null,"HK,MO","406.2",$p*1.215,0.0,10000.0,null,false,D,18500,19000
1,true,false,null,null,"HK,MO","414.6",$p*1.215,0.0,10000.0,null,false,D,19000,19500
1,true,false,null,null,"HK,MO","423",$p*1.215,0.0,10000.0,null,false,D,19500,20000
1,true,false,null,null,"CA,MX,US","69.42",$p*1.215,0.0,10000.0,null,false,D,0,500
1,true,false,null,null,"CA,MX,US","84.38",$p*1.215,0.0,10000.0,null,false,D,500,1000
1,true,false,null,null,"CA,MX,US","99.34",$p*1.215,0.0,10000.0,null,false,D,1000,1500
1,true,false,null,null,"CA,MX,US","114.3",$p*1.215,0.0,10000.0,null,false,D,1500,2000
1,true,false,null,null,"CA,MX,US","129.26",$p*1.215,0.0,10000.0,null,false,D,2000,2500
1,true,false,null,null,"CA,MX,US","144.05",$p*1.215,0.0,10000.0,null,false,D,2500,3000
1,true,false,null,null,"CA,MX,US","158.84",$p*1.215,0.0,10000.0,null,false,D,3000,3500
1,true,false,null,null,"CA,MX,US","173.63",$p*1.215,0.0,10000.0,null,false,D,3500,4000
1,true,false,null,null,"CA,MX,US","188.42",$p*1.215,0.0,10000.0,null,false,D,4000,4500
1,true,false,null,null,"CA,MX,US","203.21",$p*1.215,0.0,10000.0,null,false,D,4500,5000
1,true,false,null,null,"CA,MX,US","229.01",$p*1.215,0.0,10000.0,null,false,D,5000,5500
1,true,false,null,null,"CA,MX,US","254.81",$p*1.215,0.0,10000.0,null,false,D,5500,6000
1,true,false,null,null,"CA,MX,US","280.61",$p*1.215,0.0,10000.0,null,false,D,6000,6500
1,true,false,null,null,"CA,MX,US","306.41",$p*1.215,0.0,10000.0,null,false,D,6500,7000
1,true,false,null,null,"CA,MX,US","332.21",$p*1.215,0.0,10000.0,null,false,D,7000,7500
1,true,false,null,null,"CA,MX,US","358.01",$p*1.215,0.0,10000.0,null,false,D,7500,8000
1,true,false,null,null,"CA,MX,US","383.81",$p*1.215,0.0,10000.0,null,false,D,8000,8500
1,true,false,null,null,"CA,MX,US","409.61",$p*1.215,0.0,10000.0,null,false,D,8500,9000
1,true,false,null,null,"CA,MX,US","435.41",$p*1.215,0.0,10000.0,null,false,D,9000,9500
1,true,false,null,null,"CA,MX,US","461.21",$p*1.215,0.0,10000.0,null,false,D,9500,10000
1,true,false,null,null,"CA,MX,US","485.81",$p*1.215,0.0,10000.0,null,false,D,10000,10500
1,true,false,null,null,"CA,MX,US","510.41",$p*1.215,0.0,10000.0,null,false,D,10500,11000
1,true,false,null,null,"CA,MX,US","535.01",$p*1.215,0.0,10000.0,null,false,D,11000,11500
1,true,false,null,null,"CA,MX,US","559.61",$p*1.215,0.0,10000.0,null,false,D,11500,12000
1,true,false,null,null,"CA,MX,US","584.21",$p*1.215,0.0,10000.0,null,false,D,12000,12500
1,true,false,null,null,"CA,MX,US","608.81",$p*1.215,0.0,10000.0,null,false,D,12500,13000
1,true,false,null,null,"CA,MX,US","633.41",$p*1.215,0.0,10000.0,null,false,D,13000,13500
1,true,false,null,null,"CA,MX,US","658.01",$p*1.215,0.0,10000.0,null,false,D,13500,14000
1,true,false,null,null,"CA,MX,US","682.61",$p*1.215,0.0,10000.0,null,false,D,14000,14500
1,true,false,null,null,"CA,MX,US","707.21",$p*1.215,0.0,10000.0,null,false,D,14500,15000
1,true,false,null,null,"CA,MX,US","731.81",$p*1.215,0.0,10000.0,null,false,D,15000,15500
1,true,false,null,null,"CA,MX,US","756.41",$p*1.215,0.0,10000.0,null,false,D,15500,16000
1,true,false,null,null,"CA,MX,US","781.01",$p*1.215,0.0,10000.0,null,false,D,16000,16500
1,true,false,null,null,"CA,MX,US","805.61",$p*1.215,0.0,10000.0,null,false,D,16500,17000
1,true,false,null,null,"CA,MX,US","830.21",$p*1.215,0.0,10000.0,null,false,D,17000,17500
1,true,false,null,null,"CA,MX,US","854.81",$p*1.215,0.0,10000.0,null,false,D,17500,18000
1,true,false,null,null,"CA,MX,US","879.41",$p*1.215,0.0,10000.0,null,false,D,18000,18500
1,true,false,null,null,"CA,MX,US","904.01",$p*1.215,0.0,10000.0,null,false,D,18500,19000
1,true,false,null,null,"CA,MX,US","928.61",$p*1.215,0.0,10000.0,null,false,D,19000,19500
1,true,false,null,null,"CA,MX,US","953.21",$p*1.215,0.0,10000.0,null,false,D,19500,20000
1,true,false,null,null,"","69.42",$p*1.215,0.0,10000.0,null,false,D,0,500
1,true,false,null,null,"","0",$p*1.215,0.0,10000.0,null,false,D,500,1000
1,true,false,null,null,"","0",$p*1.215,0.0,10000.0,null,false,D,1000,1500
1,true,false,null,null,"","0",$p*1.215,0.0,10000.0,null,false,D,1500,2000
1,true,false,null,null,"","0",$p*1.215,0.0,10000.0,null,false,D,2000,2500
1,true,false,null,null,"","0",$p*1.215,0.0,10000.0,null,false,D,2500,3000
1,true,false,null,null,"","0",$p*1.215,0.0,10000.0,null,false,D,3000,3500
1,true,false,null,null,"","0",$p*1.215,0.0,10000.0,null,false,D,3500,4000
1,true,false,null,null,"","0",$p*1.215,0.0,10000.0,null,false,D,4000,4500
1,true,false,null,null,"","0",$p*1.215,0.0,10000.0,null,false,D,4500,5000
1,true,false,null,null,"","0",$p*1.215,0.0,10000.0,null,false,D,5000,5500
1,true,false,null,null,"","0",$p*1.215,0.0,10000.0,null,false,D,5500,6000
1,true,false,null,null,"","0",$p*1.215,0.0,10000.0,null,false,D,6000,6500
1,true,false,null,null,"","0",$p*1.215,0.0,10000.0,null,false,D,6500,7000
1,true,false,null,null,"","0",$p*1.215,0.0,10000.0,null,false,D,7000,7500
1,true,false,null,null,"","0",$p*1.215,0.0,10000.0,null,false,D,7500,8000
1,true,false,null,null,"","0",$p*1.215,0.0,10000.0,null,false,D,8000,8500
1,true,false,null,null,"","0",$p*1.215,0.0,10000.0,null,false,D,8500,9000
1,true,false,null,null,"","0",$p*1.215,0.0,10000.0,null,false,D,9000,9500
1,true,false,null,null,"","696.9",$p*1.215,0.0,10000.0,null,false,D,9500,10000
1,true,false,null,null,"","722.1",$p*1.215,0.0,10000.0,null,false,D,10000,10500
1,true,false,null,null,"","0",$p*1.215,0.0,10000.0,null,false,D,10500,11000
1,true,false,null,null,"","0",$p*1.215,0.0,10000.0,null,false,D,11000,11500
1,true,false,null,null,"","0",$p*1.215,0.0,10000.0,null,false,D,11500,12000
1,true,false,null,null,"","0",$p*1.215,0.0,10000.0,null,false,D,12000,12500
1,true,false,null,null,"","0",$p*1.215,0.0,10000.0,null,false,D,12500,13000
1,true,false,null,null,"","0",$p*1.215,0.0,10000.0,null,false,D,13000,13500
1,true,false,null,null,"","0",$p*1.215,0.0,10000.0,null,false,D,13500,14000
1,true,false,null,null,"","0",$p*1.215,0.0,10000.0,null,false,D,14000,14500
1,true,false,null,null,"","0",$p*1.215,0.0,10000.0,null,false,D,14500,15000
1,true,false,null,null,"","0",$p*1.215,0.0,10000.0,null,false,D,15000,15500
1,true,false,null,null,"","0",$p*1.215,0.0,10000.0,null,false,D,15500,16000
1,true,false,null,null,"","0",$p*1.215,0.0,10000.0,null,false,D,16000,16500
1,true,false,null,null,"","0",$p*1.215,0.0,10000.0,null,false,D,16500,17000
1,true,false,null,null,"","0",$p*1.215,0.0,10000.0,null,false,D,17000,17500
1,true,false,null,null,"","0",$p*1.215,0.0,10000.0,null,false,D,17500,18000
1,true,false,null,null,"","0",$p*1.215,0.0,10000.0,null,false,D,18000,18500
1,true,false,null,null,"","0",$p*1.215,0.0,10000.0,null,false,D,18500,19000
1,true,false,null,null,"","0",$p*1.215,0.0,10000.0,null,false,D,19000,19500
1,true,false,null,null,"","0",$p*1.215,0.0,10000.0,null,false,D,19500,20000
1,true,false,null,null,"JP","69",$p*1.215,0.0,10000.0,null,false,D,0,500
1,true,false,null,null,"JP","87.3",$p*1.215,0.0,10000.0,null,false,D,500,1000
1,true,false,null,null,"JP","105.6",$p*1.215,0.0,10000.0,null,false,D,1000,1500
1,true,false,null,null,"JP","123.9",$p*1.215,0.0,10000.0,null,false,D,1500,2000
1,true,false,null,null,"JP","142.2",$p*1.215,0.0,10000.0,null,false,D,2000,2500
1,true,false,null,null,"JP","158.7",$p*1.215,0.0,10000.0,null,false,D,2500,3000
1,true,false,null,null,"JP","175.2",$p*1.215,0.0,10000.0,null,false,D,3000,3500
1,true,false,null,null,"JP","191.7",$p*1.215,0.0,10000.0,null,false,D,3500,4000
1,true,false,null,null,"JP","208.2",$p*1.215,0.0,10000.0,null,false,D,4000,4500
1,true,false,null,null,"JP","224.7",$p*1.215,0.0,10000.0,null,false,D,4500,5000
1,true,false,null,null,"JP","240.9",$p*1.215,0.0,10000.0,null,false,D,5000,5500
1,true,false,null,null,"JP","257.1",$p*1.215,0.0,10000.0,null,false,D,5500,6000
1,true,false,null,null,"JP","273.3",$p*1.215,0.0,10000.0,null,false,D,6000,6500
1,true,false,null,null,"JP","289.5",$p*1.215,0.0,10000.0,null,false,D,6500,7000
1,true,false,null,null,"JP","305.7",$p*1.215,0.0,10000.0,null,false,D,7000,7500
1,true,false,null,null,"JP","321.9",$p*1.215,0.0,10000.0,null,false,D,7500,8000
1,true,false,null,null,"JP","338.1",$p*1.215,0.0,10000.0,null,false,D,8000,8500
1,true,false,null,null,"JP","354.3",$p*1.215,0.0,10000.0,null,false,D,8500,9000
1,true,false,null,null,"JP","370.5",$p*1.215,0.0,10000.0,null,false,D,9000,9500
1,true,false,null,null,"JP","386.7",$p*1.215,0.0,10000.0,null,false,D,9500,10000
1,true,false,null,null,"JP","402.3",$p*1.215,0.0,10000.0,null,false,D,10000,10500
1,true,false,null,null,"JP","417.9",$p*1.215,0.0,10000.0,null,false,D,10500,11000
1,true,false,null,null,"JP","433.5",$p*1.215,0.0,10000.0,null,false,D,11000,11500
1,true,false,null,null,"JP","449.1",$p*1.215,0.0,10000.0,null,false,D,11500,12000
1,true,false,null,null,"JP","464.7",$p*1.215,0.0,10000.0,null,false,D,12000,12500
1,true,false,null,null,"JP","480.3",$p*1.215,0.0,10000.0,null,false,D,12500,13000
1,true,false,null,null,"JP","495.9",$p*1.215,0.0,10000.0,null,false,D,13000,13500
1,true,false,null,null,"JP","511.5",$p*1.215,0.0,10000.0,null,false,D,13500,14000
1,true,false,null,null,"JP","527.1",$p*1.215,0.0,10000.0,null,false,D,14000,14500
1,true,false,null,null,"JP","542.7",$p*1.215,0.0,10000.0,null,false,D,14500,15000
1,true,false,null,null,"JP","558.3",$p*1.215,0.0,10000.0,null,false,D,15000,15500
1,true,false,null,null,"JP","573.9",$p*1.215,0.0,10000.0,null,false,D,15500,16000
1,true,false,null,null,"JP","589.5",$p*1.215,0.0,10000.0,null,false,D,16000,16500
1,true,false,null,null,"JP","605.1",$p*1.215,0.0,10000.0,null,false,D,16500,17000
1,true,false,null,null,"JP","620.7",$p*1.215,0.0,10000.0,null,false,D,17000,17500
1,true,false,null,null,"JP","636.3",$p*1.215,0.0,10000.0,null,false,D,17500,18000
1,true,false,null,null,"JP","651.9",$p*1.215,0.0,10000.0,null,false,D,18000,18500
1,true,false,null,null,"JP","667.5",$p*1.215,0.0,10000.0,null,false,D,18500,19000
1,true,false,null,null,"JP","683.1",$p*1.215,0.0,10000.0,null,false,D,19000,19500
1,true,false,null,null,"JP","698.7",$p*1.215,0.0,10000.0,null,false,D,19500,20000
1,true,false,null,null,"","0",$p*1.215,0.0,10000.0,null,false,D,0,500
1,true,false,null,null,"","0",$p*1.215,0.0,10000.0,null,false,D,500,1000
1,true,false,null,null,"","0",$p*1.215,0.0,10000.0,null,false,D,1000,1500
1,true,false,null,null,"","0",$p*1.215,0.0,10000.0,null,false,D,1500,2000
1,true,false,null,null,"","0",$p*1.215,0.0,10000.0,null,false,D,2000,2500
1,true,false,null,null,"","0",$p*1.215,0.0,10000.0,null,false,D,2500,3000
1,true,false,null,null,"","0",$p*1.215,0.0,10000.0,null,false,D,3000,3500
1,true,false,null,null,"","0",$p*1.215,0.0,10000.0,null,false,D,3500,4000
1,true,false,null,null,"","0",$p*1.215,0.0,10000.0,null,false,D,4000,4500
1,true,false,null,null,"","0",$p*1.215,0.0,10000.0,null,false,D,4500,5000
1,true,false,null,null,"","0",$p*1.215,0.0,10000.0,null,false,D,5000,5500
1,true,false,null,null,"","0",$p*1.215,0.0,10000.0,null,false,D,5500,6000
1,true,false,null,null,"","0",$p*1.215,0.0,10000.0,null,false,D,6000,6500
1,true,false,null,null,"","0",$p*1.215,0.0,10000.0,null,false,D,6500,7000
1,true,false,null,null,"","0",$p*1.215,0.0,10000.0,null,false,D,7000,7500
1,true,false,null,null,"","0",$p*1.215,0.0,10000.0,null,false,D,7500,8000
1,true,false,null,null,"","0",$p*1.215,0.0,10000.0,null,false,D,8000,8500
1,true,false,null,null,"","0",$p*1.215,0.0,10000.0,null,false,D,8500,9000
1,true,false,null,null,"","0",$p*1.215,0.0,10000.0,null,false,D,9000,9500
1,true,false,null,null,"","0",$p*1.215,0.0,10000.0,null,false,D,9500,10000
1,true,false,null,null,"","0",$p*1.215,0.0,10000.0,null,false,D,10000,10500
1,true,false,null,null,"","0",$p*1.215,0.0,10000.0,null,false,D,10500,11000
1,true,false,null,null,"","0",$p*1.215,0.0,10000.0,null,false,D,11000,11500
1,true,false,null,null,"","0",$p*1.215,0.0,10000.0,null,false,D,11500,12000
1,true,false,null,null,"","0",$p*1.215,0.0,10000.0,null,false,D,12000,12500
1,true,false,null,null,"","0",$p*1.215,0.0,10000.0,null,false,D,12500,13000
1,true,false,null,null,"","0",$p*1.215,0.0,10000.0,null,false,D,13000,13500
1,true,false,null,null,"","0",$p*1.215,0.0,10000.0,null,false,D,13500,14000
1,true,false,null,null,"","0",$p*1.215,0.0,10000.0,null,false,D,14000,14500
1,true,false,null,null,"","0",$p*1.215,0.0,10000.0,null,false,D,14500,15000
1,true,false,null,null,"","0",$p*1.215,0.0,10000.0,null,false,D,15000,15500
1,true,false,null,null,"","0",$p*1.215,0.0,10000.0,null,false,D,15500,16000
1,true,false,null,null,"","0",$p*1.215,0.0,10000.0,null,false,D,16000,16500
1,true,false,null,null,"","0",$p*1.215,0.0,10000.0,null,false,D,16500,17000
1,true,false,null,null,"","0",$p*1.215,0.0,10000.0,null,false,D,17000,17500
1,true,false,null,null,"","0",$p*1.215,0.0,10000.0,null,false,D,17500,18000
1,true,false,null,null,"","0",$p*1.215,0.0,10000.0,null,false,D,18000,18500
1,true,false,null,null,"","0",$p*1.215,0.0,10000.0,null,false,D,18500,19000
1,true,false,null,null,"","1604.7",$p*1.215,0.0,10000.0,null,false,D,19000,19500
1,true,false,null,null,"","0",$p*1.215,0.0,10000.0,null,false,D,19500,20000
1,true,false,null,null,"MY,PH,SG,TH,BN,KH,ID,LA,VN,LA","78.3",$p*1.215,0.0,10000.0,null,false,D,0,500
1,true,false,null,null,"MY,PH,SG,TH,BN,KH,ID,LA,VN,LA","95.7",$p*1.215,0.0,10000.0,null,false,D,500,1000
1,true,false,null,null,"MY,PH,SG,TH,BN,KH,ID,LA,VN,LA","113.1",$p*1.215,0.0,10000.0,null,false,D,1000,1500
1,true,false,null,null,"MY,PH,SG,TH,BN,KH,ID,LA,VN,LA","130.5",$p*1.215,0.0,10000.0,null,false,D,1500,2000
1,true,false,null,null,"MY,PH,SG,TH,BN,KH,ID,LA,VN,LA","147.9",$p*1.215,0.0,10000.0,null,false,D,2000,2500
1,true,false,null,null,"MY,PH,SG,TH,BN,KH,ID,LA,VN,LA","164.7",$p*1.215,0.0,10000.0,null,false,D,2500,3000
1,true,false,null,null,"MY,PH,SG,TH,BN,KH,ID,LA,VN,LA","181.5",$p*1.215,0.0,10000.0,null,false,D,3000,3500
1,true,false,null,null,"MY,PH,SG,TH,BN,KH,ID,LA,VN,LA","198.3",$p*1.215,0.0,10000.0,null,false,D,3500,4000
1,true,false,null,null,"MY,PH,SG,TH,BN,KH,ID,LA,VN,LA","215.1",$p*1.215,0.0,10000.0,null,false,D,4000,4500
1,true,false,null,null,"MY,PH,SG,TH,BN,KH,ID,LA,VN,LA","231.9",$p*1.215,0.0,10000.0,null,false,D,4500,5000
1,true,false,null,null,"MY,PH,SG,TH,BN,KH,ID,LA,VN,LA","248.7",$p*1.215,0.0,10000.0,null,false,D,5000,5500
1,true,false,null,null,"MY,PH,SG,TH,BN,KH,ID,LA,VN,LA","265.5",$p*1.215,0.0,10000.0,null,false,D,5500,6000
1,true,false,null,null,"MY,PH,SG,TH,BN,KH,ID,LA,VN,LA","282.3",$p*1.215,0.0,10000.0,null,false,D,6000,6500
1,true,false,null,null,"MY,PH,SG,TH,BN,KH,ID,LA,VN,LA","299.1",$p*1.215,0.0,10000.0,null,false,D,6500,7000
1,true,false,null,null,"MY,PH,SG,TH,BN,KH,ID,LA,VN,LA","315.9",$p*1.215,0.0,10000.0,null,false,D,7000,7500
1,true,false,null,null,"MY,PH,SG,TH,BN,KH,ID,LA,VN,LA","332.7",$p*1.215,0.0,10000.0,null,false,D,7500,8000
1,true,false,null,null,"MY,PH,SG,TH,BN,KH,ID,LA,VN,LA","349.5",$p*1.215,0.0,10000.0,null,false,D,8000,8500
1,true,false,null,null,"MY,PH,SG,TH,BN,KH,ID,LA,VN,LA","366.3",$p*1.215,0.0,10000.0,null,false,D,8500,9000
1,true,false,null,null,"MY,PH,SG,TH,BN,KH,ID,LA,VN,LA","383.1",$p*1.215,0.0,10000.0,null,false,D,9000,9500
1,true,false,null,null,"MY,PH,SG,TH,BN,KH,ID,LA,VN,LA","399.9",$p*1.215,0.0,10000.0,null,false,D,9500,10000
