"clistingid","csku","istorageid","ccreateuser","dcreatedate"
"96bc4ee4-d8c9-1004-8a97-438cca05a146","F107B","2",null,"2015-02-07 19:45:58.031"
"96bd3944-d8c9-1004-8a97-438cca05a146","F1258","1",null,"2015-02-07 19:45:58.54"
"96bd3944-d8c9-1004-8a97-438cca05a146","F1258","2",null,"2015-02-07 19:45:58.54"
"96be4ab4-d8c9-1004-8a97-438cca05a146","F894B","1",null,"2015-02-07 19:45:59.326"
"96be4ab4-d8c9-1004-8a97-438cca05a146","F894B","2",null,"2015-02-07 19:45:59.326"
"96bf5c24-d8c9-1004-8a97-438cca05a146","F1212W","1",null,"2015-02-07 19:46:00.008"
"96bf5c24-d8c9-1004-8a97-438cca05a146","F1212W","2",null,"2015-02-07 19:46:00.008"
"96c04684-d8c9-1004-8a97-438cca05a146","F1210GY","1",null,"2015-02-07 19:46:00.582"
"96c04684-d8c9-1004-8a97-438cca05a146","F1210GY","2",null,"2015-02-07 19:46:00.582"
"96c109d4-d8c9-1004-8a97-438cca05a146","F1210B","1",null,"2015-02-07 19:46:01.125"
"96c109d4-d8c9-1004-8a97-438cca05a146","F1210B","2",null,"2015-02-07 19:46:01.125"
"96c1cd24-d8c9-1004-8a97-438cca05a146","F1209W","1",null,"2015-02-07 19:46:01.602"
"96c1cd24-d8c9-1004-8a97-438cca05a146","F1209W","2",null,"2015-02-07 19:46:01.602"
"96c29074-d8c9-1004-8a97-438cca05a146","F1204","1",null,"2015-02-07 19:46:02.111"
"96c29074-d8c9-1004-8a97-438cca05a146","F1204","2",null,"2015-02-07 19:46:02.111"
"96c353c4-d8c9-1004-8a97-438cca05a146","F1202","1",null,"2015-02-07 19:46:02.634"
"96c353c4-d8c9-1004-8a97-438cca05a146","F1202","2",null,"2015-02-07 19:46:02.634"
"96c41714-d8c9-1004-8a97-438cca05a146","F1201C","1",null,"2015-02-07 19:46:03.126"
"96c41714-d8c9-1004-8a97-438cca05a146","F1201C","2",null,"2015-02-07 19:46:03.126"
"96c50174-d8c9-1004-8a97-438cca05a146","F1201W","1",null,"2015-02-07 19:46:03.664"
"96c50174-d8c9-1004-8a97-438cca05a146","F1201W","2",null,"2015-02-07 19:46:03.664"
"96c59db4-d8c9-1004-8a97-438cca05a146","F1201B","1",null,"2015-02-07 19:46:04.136"
"96c59db4-d8c9-1004-8a97-438cca05a146","F1201B","2",null,"2015-02-07 19:46:04.136"
"96c68814-d8c9-1004-8a97-438cca05a146","F1173B","1",null,"2015-02-07 19:46:04.685"
"96c68814-d8c9-1004-8a97-438cca05a146","F1173B","2",null,"2015-02-07 19:46:04.685"
"96c74b64-d8c9-1004-8a97-438cca05a146","F916","1",null,"2015-02-07 19:46:05.249"
"96c74b64-d8c9-1004-8a97-438cca05a146","F916","2",null,"2015-02-07 19:46:05.249"
"96c80f18-d8c9-1004-8a97-438cca05a146","F1162W","1",null,"2015-02-07 19:46:05.726"
"96c80f18-d8c9-1004-8a97-438cca05a146","F1162W","2",null,"2015-02-07 19:46:05.726"
"96c8f978-d8c9-1004-8a97-438cca05a146","F946B","1",null,"2015-02-07 19:46:06.298"
"96c8f978-d8c9-1004-8a97-438cca05a146","F946B","2",null,"2015-02-07 19:46:06.298"
"96c9bcc8-d8c9-1004-8a97-438cca05a146","F894","1",null,"2015-02-07 19:46:06.802"
"96c9bcc8-d8c9-1004-8a97-438cca05a146","F894","2",null,"2015-02-07 19:46:06.802"
"96cace38-d8c9-1004-8a97-438cca05a146","F1140W","1",null,"2015-02-07 19:46:07.493"
"96cace38-d8c9-1004-8a97-438cca05a146","F1140W","2",null,"2015-02-07 19:46:07.493"
"96cbb898-d8c9-1004-8a97-438cca05a146","F946WT2","1",null,"2015-02-07 19:46:08.058"
"96cbb898-d8c9-1004-8a97-438cca05a146","F946WT2","2",null,"2015-02-07 19:46:08.058"
"96cc7be8-d8c9-1004-8a97-438cca05a146","F946WT1","1",null,"2015-02-07 19:46:08.576"
"96cc7be8-d8c9-1004-8a97-438cca05a146","F946WT1","2",null,"2015-02-07 19:46:08.576"
"96cd3f38-d8c9-1004-8a97-438cca05a146","F106","1",null,"2015-02-07 19:46:09.087"
"96cd3f38-d8c9-1004-8a97-438cca05a146","F106","2",null,"2015-02-07 19:46:09.087"
"96ce0288-d8c9-1004-8a97-438cca05a146","F125","1",null,"2015-02-07 19:46:09.599"
"96ce0288-d8c9-1004-8a97-438cca05a146","F125","2",null,"2015-02-07 19:46:09.599"
"96ceece8-d8c9-1004-8a97-438cca05a146","F918","1",null,"2015-02-07 19:46:10.232"
"96ceece8-d8c9-1004-8a97-438cca05a146","F918","2",null,"2015-02-07 19:46:10.232"
"96cffe58-d8c9-1004-8a97-438cca05a146","F1030Y","1",null,"2015-02-07 19:46:10.857"
"96cffe58-d8c9-1004-8a97-438cca05a146","F1030Y","2",null,"2015-02-07 19:46:10.857"
"96d0c1a8-d8c9-1004-8a97-438cca05a146","F1030W","1",null,"2015-02-07 19:46:11.359"
"96d0c1a8-d8c9-1004-8a97-438cca05a146","F1030W","2",null,"2015-02-07 19:46:11.359"
"96d184f8-d8c9-1004-8a97-438cca05a146","F1030RP","1",null,"2015-02-07 19:46:11.871"
"96d184f8-d8c9-1004-8a97-438cca05a146","F1030RP","2",null,"2015-02-07 19:46:11.871"
"96d26f58-d8c9-1004-8a97-438cca05a146","F1030GY","1",null,"2015-02-07 19:46:12.445"
"96d26f58-d8c9-1004-8a97-438cca05a146","F1030GY","2",null,"2015-02-07 19:46:12.445"
"96d332a8-d8c9-1004-8a97-438cca05a146","F1030GR","1",null,"2015-02-07 19:46:12.978"
"96d332a8-d8c9-1004-8a97-438cca05a146","F1030GR","2",null,"2015-02-07 19:46:12.978"
"96d3f5f8-d8c9-1004-8a97-438cca05a146","F1030BL","1",null,"2015-02-07 19:46:13.484"
"96d3f5f8-d8c9-1004-8a97-438cca05a146","F1030BL","2",null,"2015-02-07 19:46:13.484"
"96d4e0bc-d8c9-1004-8a97-438cca05a146","F1030B","1",null,"2015-02-07 19:46:14.063"
"96d4e0bc-d8c9-1004-8a97-438cca05a146","F1030B","2",null,"2015-02-07 19:46:14.063"
"96d5a40c-d8c9-1004-8a97-438cca05a146","F1023W","1",null,"2015-02-07 19:46:14.577"
"96d5a40c-d8c9-1004-8a97-438cca05a146","F1023W","2",null,"2015-02-07 19:46:14.577"
"96d6675c-d8c9-1004-8a97-438cca05a146","F1022WUS","1",null,"2015-02-07 19:46:15.114"
"96d6675c-d8c9-1004-8a97-438cca05a146","F1022WUS","2",null,"2015-02-07 19:46:15.114"
"96d72aac-d8c9-1004-8a97-438cca05a146","F946W","1",null,"2015-02-07 19:46:15.632"
"96d72aac-d8c9-1004-8a97-438cca05a146","F946W","2",null,"2015-02-07 19:46:15.632"
"96d83c1c-d8c9-1004-8a97-438cca05a146","F893W","1",null,"2015-02-07 19:46:16.288"
"96d83c1c-d8c9-1004-8a97-438cca05a146","F893W","2",null,"2015-02-07 19:46:16.288"
"96d9267c-d8c9-1004-8a97-438cca05a146","F891","1",null,"2015-02-07 19:46:16.881"
"96d9267c-d8c9-1004-8a97-438cca05a146","F891","2",null,"2015-02-07 19:46:16.881"
"96d9e9cc-d8c9-1004-8a97-438cca05a146","F877B","1",null,"2015-02-07 19:46:17.39"
"96d9e9cc-d8c9-1004-8a97-438cca05a146","F877B","2",null,"2015-02-07 19:46:17.39"
"96daad1c-d8c9-1004-8a97-438cca05a146","F203","1",null,"2015-02-07 19:46:17.882"
"96daad1c-d8c9-1004-8a97-438cca05a146","F203","2",null,"2015-02-07 19:46:17.883"
"96db706c-d8c9-1004-8a97-438cca05a146","F196","1",null,"2015-02-07 19:46:18.385"
"96db706c-d8c9-1004-8a97-438cca05a146","F196","2",null,"2015-02-07 19:46:18.385"
"96dc81dc-d8c9-1004-8a97-438cca05a146","F147","1",null,"2015-02-07 19:46:19.044"
"96dc81dc-d8c9-1004-8a97-438cca05a146","F147","2",null,"2015-02-07 19:46:19.044"
"96dd1e1c-d8c9-1004-8a97-438cca05a146","F145","1",null,"2015-02-07 19:46:19.52"
"96dd1e1c-d8c9-1004-8a97-438cca05a146","F145","2",null,"2015-02-07 19:46:19.52"
"96dde16c-d8c9-1004-8a97-438cca05a146","F128","1",null,"2015-02-07 19:46:20.05"
"96dde16c-d8c9-1004-8a97-438cca05a146","F128","2",null,"2015-02-07 19:46:20.05"
"96def2dc-d8c9-1004-8a97-438cca05a146","F127","1",null,"2015-02-07 19:46:20.704"
"96def2dc-d8c9-1004-8a97-438cca05a146","F127","2",null,"2015-02-07 19:46:20.704"
"96dfb62c-d8c9-1004-8a97-438cca05a146","F129","1",null,"2015-02-07 19:46:21.253"
"96dfb62c-d8c9-1004-8a97-438cca05a146","F129","2",null,"2015-02-07 19:46:21.253"
"96e0a0f0-d8c9-1004-8a97-438cca05a146","F140","1",null,"2015-02-07 19:46:21.767"
"96e0a0f0-d8c9-1004-8a97-438cca05a146","F140","2",null,"2015-02-07 19:46:21.767"
"96e16440-d8c9-1004-8a97-438cca05a146","F107","1",null,"2015-02-07 19:46:22.292"
"96e16440-d8c9-1004-8a97-438cca05a146","F107","2",null,"2015-02-07 19:46:22.292"
"96e22790-d8c9-1004-8a97-438cca05a146","F66","1",null,"2015-02-07 19:46:22.797"
"96e22790-d8c9-1004-8a97-438cca05a146","F66","2",null,"2015-02-07 19:46:22.797"
"96e2eae0-d8c9-1004-8a97-438cca05a146","F7","1",null,"2015-02-07 19:46:23.307"
"96e2eae0-d8c9-1004-8a97-438cca05a146","F7","2",null,"2015-02-07 19:46:23.307"
"96e3ae30-d8c9-1004-8a97-438cca05a146","F1223","1",null,"2015-02-07 19:46:23.812"
"96e3ae30-d8c9-1004-8a97-438cca05a146","F1223","2",null,"2015-02-07 19:46:23.812"
"96e49890-d8c9-1004-8a97-438cca05a146","F1255BLB","1",null,"2015-02-07 19:46:24.342"
"96e49890-d8c9-1004-8a97-438cca05a146","F1255BLB","2",null,"2015-02-07 19:46:24.342"
"96e55be0-d8c9-1004-8a97-438cca05a146","F1237RP","1",null,"2015-02-07 19:46:24.889"
"96e55be0-d8c9-1004-8a97-438cca05a146","F1237RP","2",null,"2015-02-07 19:46:24.889"
"96e64640-d8c9-1004-8a97-438cca05a146","F1237OR","1",null,"2015-02-07 19:46:25.459"
"96e64640-d8c9-1004-8a97-438cca05a146","F1237OR","2",null,"2015-02-07 19:46:25.459"
"96e70990-d8c9-1004-8a97-438cca05a146","F1237GR","1",null,"2015-02-07 19:46:26.016"
"96e70990-d8c9-1004-8a97-438cca05a146","F1237GR","2",null,"2015-02-07 19:46:26.016"
"96e7cce0-d8c9-1004-8a97-438cca05a146","F1237BL","1",null,"2015-02-07 19:46:26.482"
"96e7cce0-d8c9-1004-8a97-438cca05a146","F1237BL","2",null,"2015-02-07 19:46:26.482"
"96e89030-d8c9-1004-8a97-438cca05a146","F1237B","1",null,"2015-02-07 19:46:27.019"
"96e89030-d8c9-1004-8a97-438cca05a146","F1237B","2",null,"2015-02-07 19:46:27.019"
"96e95380-d8c9-1004-8a97-438cca05a146","F953","1",null,"2015-02-07 19:46:27.51"
"96e95380-d8c9-1004-8a97-438cca05a146","F953","2",null,"2015-02-07 19:46:27.51"
"96ea1734-d8c9-1004-8a97-438cca05a146","F1254","1",null,"2015-02-07 19:46:28.014"
"96ea1734-d8c9-1004-8a97-438cca05a146","F1254","2",null,"2015-02-07 19:46:28.014"
"96eada84-d8c9-1004-8a97-438cca05a146","F1248B","1",null,"2015-02-07 19:46:28.566"
"96eada84-d8c9-1004-8a97-438cca05a146","F1248B","2",null,"2015-02-07 19:46:28.566"
"96ebc4e4-d8c9-1004-8a97-438cca05a146","F1246B","1",null,"2015-02-07 19:46:29.045"
"96ebc4e4-d8c9-1004-8a97-438cca05a146","F1246B","2",null,"2015-02-07 19:46:29.045"
"96ec8834-d8c9-1004-8a97-438cca05a146","F925B","1",null,"2015-02-07 19:46:29.547"
"96ec8834-d8c9-1004-8a97-438cca05a146","F925B","2",null,"2015-02-07 19:46:29.547"
"96ed4b84-d8c9-1004-8a97-438cca05a146","F1241RP","1",null,"2015-02-07 19:46:30.067"
"96ed4b84-d8c9-1004-8a97-438cca05a146","F1241RP","2",null,"2015-02-07 19:46:30.067"
"96ee8404-d8c9-1004-8a97-438cca05a146","F1240RP","1",null,"2015-02-07 19:46:30.89"
"96ee8404-d8c9-1004-8a97-438cca05a146","F1240RP","2",null,"2015-02-07 19:46:30.891"
"96ef6e64-d8c9-1004-8a97-438cca05a146","F1211W","1",null,"2015-02-07 19:46:31.901"
"96ef6e64-d8c9-1004-8a97-438cca05a146","F1211W","2",null,"2015-02-07 19:46:31.901"
"96f0cdf4-d8c9-1004-8a97-438cca05a146","F1208W","1",null,"2015-02-07 19:46:32.416"
"96f0cdf4-d8c9-1004-8a97-438cca05a146","F1208W","2",null,"2015-02-07 19:46:32.416"
"96f22d84-d8c9-1004-8a97-438cca05a146","F1208RP","1",null,"2015-02-07 19:46:33.276"
"96f22d84-d8c9-1004-8a97-438cca05a146","F1208RP","2",null,"2015-02-07 19:46:33.276"
"96f2f138-d8c9-1004-8a97-438cca05a146","F1208R","1",null,"2015-02-07 19:46:33.785"
"96f2f138-d8c9-1004-8a97-438cca05a146","F1208R","2",null,"2015-02-07 19:46:33.785"
"96f3b488-d8c9-1004-8a97-438cca05a146","F1208BL","1",null,"2015-02-07 19:46:34.249"
"96f3b488-d8c9-1004-8a97-438cca05a146","F1208BL","2",null,"2015-02-07 19:46:34.249"
"96f477d8-d8c9-1004-8a97-438cca05a146","F1208B","1",null,"2015-02-07 19:46:34.767"
"96f477d8-d8c9-1004-8a97-438cca05a146","F1208B","2",null,"2015-02-07 19:46:34.767"
"96f56238-d8c9-1004-8a97-438cca05a146","F881B","1",null,"2015-02-07 19:46:35.401"
"96f56238-d8c9-1004-8a97-438cca05a146","F881B","2",null,"2015-02-07 19:46:35.401"
"96f64c98-d8c9-1004-8a97-438cca05a146","GAME032B","1",null,"2015-02-07 19:46:36.013"
"96f64c98-d8c9-1004-8a97-438cca05a146","GAME032B","2",null,"2015-02-07 19:46:36.013"
"96f70fe8-d8c9-1004-8a97-438cca05a146","F1021R","1",null,"2015-02-07 19:46:36.759"
"96f70fe8-d8c9-1004-8a97-438cca05a146","F1021R","2",null,"2015-02-07 19:46:36.759"
"96f848cc-d8c9-1004-8a97-438cca05a146","F1021B","1",null,"2015-02-07 19:46:37.259"
"96f848cc-d8c9-1004-8a97-438cca05a146","F1021B","2",null,"2015-02-07 19:46:37.259"
"96f90c1c-d8c9-1004-8a97-438cca05a146","F1129","1",null,"2015-02-07 19:46:38.022"
"96f90c1c-d8c9-1004-8a97-438cca05a146","F1129","2",null,"2015-02-07 19:46:38.022"
"96fa1d8c-d8c9-1004-8a97-438cca05a146","F1128","1",null,"2015-02-07 19:46:38.489"
"96fa1d8c-d8c9-1004-8a97-438cca05a146","F1128","2",null,"2015-02-07 19:46:38.489"
"96fae0dc-d8c9-1004-8a97-438cca05a146","F1127","1",null,"2015-02-07 19:46:38.972"
"96fae0dc-d8c9-1004-8a97-438cca05a146","F1127","2",null,"2015-02-07 19:46:38.972"
"96fba42c-d8c9-1004-8a97-438cca05a146","F1126","1",null,"2015-02-07 19:46:39.51"
"96fba42c-d8c9-1004-8a97-438cca05a146","F1126","2",null,"2015-02-07 19:46:39.51"
"96fc677c-d8c9-1004-8a97-438cca05a146","F947","1",null,"2015-02-07 19:46:40.034"
"96fc677c-d8c9-1004-8a97-438cca05a146","F947","2",null,"2015-02-07 19:46:40.034"
"96fd51dc-d8c9-1004-8a97-438cca05a146","F866W","1",null,"2015-02-07 19:46:40.568"
"96fd51dc-d8c9-1004-8a97-438cca05a146","F866W","2",null,"2015-02-07 19:46:40.568"
"96fe152c-d8c9-1004-8a97-438cca05a146","F952","1",null,"2015-02-07 19:46:41.156"
"96fe152c-d8c9-1004-8a97-438cca05a146","F952","2",null,"2015-02-07 19:46:41.156"
"96fefff0-d8c9-1004-8a97-438cca05a146","F926W","1",null,"2015-02-07 19:46:41.862"
"96fefff0-d8c9-1004-8a97-438cca05a146","F926W","2",null,"2015-02-07 19:46:41.862"
"96ffea50-d8c9-1004-8a97-438cca05a146","F925W","1",null,"2015-02-07 19:46:42.449"
"96ffea50-d8c9-1004-8a97-438cca05a146","F925W","2",null,"2015-02-07 19:46:42.449"
"97011074-d8c9-1004-8a97-438cca05a146","F924W","1",null,"2015-02-07 19:46:42.987"
"97011074-d8c9-1004-8a97-438cca05a146","F924W","2",null,"2015-02-07 19:46:42.987"
"9701eb34-d8c9-1004-8a97-438cca05a146","F1074","1",null,"2015-02-07 19:46:43.475"
"9701eb34-d8c9-1004-8a97-438cca05a146","F1074","2",null,"2015-02-07 19:46:43.475"
"97029584-d8c9-1004-8a97-438cca05a146","F1034US","1",null,"2015-02-07 19:46:43.964"
"97029584-d8c9-1004-8a97-438cca05a146","F1034US","2",null,"2015-02-07 19:46:43.964"
"97037fe4-d8c9-1004-8a97-438cca05a146","F1034UK","1",null,"2015-02-07 19:46:44.478"
"97037fe4-d8c9-1004-8a97-438cca05a146","F1034UK","2",null,"2015-02-07 19:46:44.478"
"97045c34-d8c9-1004-8a97-438cca05a146","F1034EU","1",null,"2015-02-07 19:46:45.086"
"97045c34-d8c9-1004-8a97-438cca05a146","F1034EU","2",null,"2015-02-07 19:46:45.086"
"97050814-d8c9-1004-8a97-438cca05a146","F1033","1",null,"2015-02-07 19:46:45.585"
"97050814-d8c9-1004-8a97-438cca05a146","F1033","2",null,"2015-02-07 19:46:45.585"
"9705b3f4-d8c9-1004-8a97-438cca05a146","F998","1",null,"2015-02-07 19:46:46.141"
"9705b3f4-d8c9-1004-8a97-438cca05a146","F998","2",null,"2015-02-07 19:46:46.141"
"97065fd4-d8c9-1004-8a97-438cca05a146","F1021W","1",null,"2015-02-07 19:46:46.656"
"97065fd4-d8c9-1004-8a97-438cca05a146","F1021W","2",null,"2015-02-07 19:46:46.656"
"970748a4-d8c9-1004-8a97-438cca05a146","F979W","1",null,"2015-02-07 19:46:47.154"
"970748a4-d8c9-1004-8a97-438cca05a146","F979W","2",null,"2015-02-07 19:46:47.154"
"97083304-d8c9-1004-8a97-438cca05a146","F978","1",null,"2015-02-07 19:46:47.682"
"97083304-d8c9-1004-8a97-438cca05a146","F978","2",null,"2015-02-07 19:46:47.682"
"9708f654-d8c9-1004-8a97-438cca05a146","F976","1",null,"2015-02-07 19:46:48.214"
"9708f654-d8c9-1004-8a97-438cca05a146","F976","2",null,"2015-02-07 19:46:48.214"
"9709e17c-d8c9-1004-8a97-438cca05a146","F974","1",null,"2015-02-07 19:46:48.819"
"9709e17c-d8c9-1004-8a97-438cca05a146","F974","2",null,"2015-02-07 19:46:48.819"
"970aa4cc-d8c9-1004-8a97-438cca05a146","F951","1",null,"2015-02-07 19:46:49.313"
"970aa4cc-d8c9-1004-8a97-438cca05a146","F951","2",null,"2015-02-07 19:46:49.313"
"970b681c-d8c9-1004-8a97-438cca05a146","F950","1",null,"2015-02-07 19:46:49.83"
"970b681c-d8c9-1004-8a97-438cca05a146","F950","2",null,"2015-02-07 19:46:49.83"
"970c2b6c-d8c9-1004-8a97-438cca05a146","F955","1",null,"2015-02-07 19:46:50.339"
"970c2b6c-d8c9-1004-8a97-438cca05a146","F955","2",null,"2015-02-07 19:46:50.339"
"970ceebc-d8c9-1004-8a97-438cca05a146","F954","1",null,"2015-02-07 19:46:50.88"
"970ceebc-d8c9-1004-8a97-438cca05a146","F954","2",null,"2015-02-07 19:46:50.88"
"970db20c-d8c9-1004-8a97-438cca05a146","F912W","1",null,"2015-02-07 19:46:51.359"
"970db20c-d8c9-1004-8a97-438cca05a146","F912W","2",null,"2015-02-07 19:46:51.36"
"970e7a0c-d8c9-1004-8a97-438cca05a146","F911W","1",null,"2015-02-07 19:46:51.909"
"970e7a0c-d8c9-1004-8a97-438cca05a146","F911W","2",null,"2015-02-07 19:46:51.909"
"970f8e38-d8c9-1004-8a97-438cca05a146","F910W","1",null,"2015-02-07 19:46:52.492"
"970f8e38-d8c9-1004-8a97-438cca05a146","F910W","2",null,"2015-02-07 19:46:52.492"
"9710537c-d8c9-1004-8a97-438cca05a146","F909B","1",null,"2015-02-07 19:46:53.006"
"9710537c-d8c9-1004-8a97-438cca05a146","F909B","2",null,"2015-02-07 19:46:53.007"
"971118c0-d8c9-1004-8a97-438cca05a146","F905","1",null,"2015-02-07 19:46:53.503"
"971118c0-d8c9-1004-8a97-438cca05a146","F905","2",null,"2015-02-07 19:46:53.503"
"9711b62c-d8c9-1004-8a97-438cca05a146","F896","1",null,"2015-02-07 19:46:53.958"
"9711b62c-d8c9-1004-8a97-438cca05a146","F896","2",null,"2015-02-07 19:46:53.958"
"9712a08c-d8c9-1004-8a97-438cca05a146","F890W","1",null,"2015-02-07 19:46:54.505"
"9712a08c-d8c9-1004-8a97-438cca05a146","F890W","2",null,"2015-02-07 19:46:54.505"
"97136314-d8c9-1004-8a97-438cca05a146","F889","1",null,"2015-02-07 19:46:55.085"
"97136314-d8c9-1004-8a97-438cca05a146","F889","2",null,"2015-02-07 19:46:55.085"
"97144b1c-d8c9-1004-8a97-438cca05a146","F888","1",null,"2015-02-07 19:46:55.615"
"97144b1c-d8c9-1004-8a97-438cca05a146","F888","2",null,"2015-02-07 19:46:55.615"
"97150c78-d8c9-1004-8a97-438cca05a146","F881W","1",null,"2015-02-07 19:46:56.089"
"97150c78-d8c9-1004-8a97-438cca05a146","F881W","2",null,"2015-02-07 19:46:56.089"
"9715a728-d8c9-1004-8a97-438cca05a146","F879","1",null,"2015-02-07 19:46:56.701"
"9715a728-d8c9-1004-8a97-438cca05a146","F879","2",null,"2015-02-07 19:46:56.701"
"9716b640-d8c9-1004-8a97-438cca05a146","F875GY","1",null,"2015-02-07 19:46:57.282"
"9716b640-d8c9-1004-8a97-438cca05a146","F875GY","2",null,"2015-02-07 19:46:57.282"
"9717a230-d8c9-1004-8a97-438cca05a146","F873W","1",null,"2015-02-07 19:46:57.853"
"9717a230-d8c9-1004-8a97-438cca05a146","F873W","2",null,"2015-02-07 19:46:57.854"
"97188c90-d8c9-1004-8a97-438cca05a146","F102","1",null,"2015-02-07 19:46:58.465"
"97188c90-d8c9-1004-8a97-438cca05a146","F102","2",null,"2015-02-07 19:46:58.465"
"97194fe0-d8c9-1004-8a97-438cca05a146","F865W","1",null,"2015-02-07 19:46:58.966"
"97194fe0-d8c9-1004-8a97-438cca05a146","F865W","2",null,"2015-02-07 19:46:58.966"
"971a3a40-d8c9-1004-8a97-438cca05a146","F860W","1",null,"2015-02-07 19:46:59.56"
"971a3a40-d8c9-1004-8a97-438cca05a146","F860W","2",null,"2015-02-07 19:46:59.56"
"971afd90-d8c9-1004-8a97-438cca05a146","F857-Q","1",null,"2015-02-07 19:47:00.07"
"971afd90-d8c9-1004-8a97-438cca05a146","F857-Q","2",null,"2015-02-07 19:47:00.07"
"971be7f0-d8c9-1004-8a97-438cca05a146","F671","1",null,"2015-02-07 19:47:00.632"
"971be7f0-d8c9-1004-8a97-438cca05a146","F671","2",null,"2015-02-07 19:47:00.632"
"971cd2b4-d8c9-1004-8a97-438cca05a146","F670","1",null,"2015-02-07 19:47:01.2"
"971cd2b4-d8c9-1004-8a97-438cca05a146","F670","2",null,"2015-02-07 19:47:01.2"
"971d9604-d8c9-1004-8a97-438cca05a146","H549","1",null,"2015-02-07 19:47:01.703"
"971d9604-d8c9-1004-8a97-438cca05a146","H549","2",null,"2015-02-07 19:47:01.703"
"971e5954-d8c9-1004-8a97-438cca05a146","F197","1",null,"2015-02-07 19:47:02.255"
"971e5954-d8c9-1004-8a97-438cca05a146","F197","2",null,"2015-02-07 19:47:02.255"
"971f6ac4-d8c9-1004-8a97-438cca05a146","F174","1",null,"2015-02-07 19:47:02.939"
"971f6ac4-d8c9-1004-8a97-438cca05a146","F174","2",null,"2015-02-07 19:47:02.939"
"97202e14-d8c9-1004-8a97-438cca05a146","F173","1",null,"2015-02-07 19:47:03.445"
"97202e14-d8c9-1004-8a97-438cca05a146","F173","2",null,"2015-02-07 19:47:03.445"
"9720f164-d8c9-1004-8a97-438cca05a146","F160","1",null,"2015-02-07 19:47:03.946"
"9720f164-d8c9-1004-8a97-438cca05a146","F160","2",null,"2015-02-07 19:47:03.946"
"9721b4b4-d8c9-1004-8a97-438cca05a146","F158","1",null,"2015-02-07 19:47:04.465"
"9721b4b4-d8c9-1004-8a97-438cca05a146","F158","2",null,"2015-02-07 19:47:04.465"
"97229f14-d8c9-1004-8a97-438cca05a146","F97","1",null,"2015-02-07 19:47:05.06"
"97229f14-d8c9-1004-8a97-438cca05a146","F97","2",null,"2015-02-07 19:47:05.06"
"97238974-d8c9-1004-8a97-438cca05a146","F117","1",null,"2015-02-07 19:47:05.635"
"97238974-d8c9-1004-8a97-438cca05a146","F117","2",null,"2015-02-07 19:47:05.635"
"972473d4-d8c9-1004-8a97-438cca05a146","F152","1",null,"2015-02-07 19:47:06.202"
"972473d4-d8c9-1004-8a97-438cca05a146","F152","2",null,"2015-02-07 19:47:06.202"
"97253724-d8c9-1004-8a97-438cca05a146","F151","1",null,"2015-02-07 19:47:06.73"
"97253724-d8c9-1004-8a97-438cca05a146","F151","2",null,"2015-02-07 19:47:06.73"
"9725fa74-d8c9-1004-8a97-438cca05a146","F149","1",null,"2015-02-07 19:47:07.273"
"9725fa74-d8c9-1004-8a97-438cca05a146","F149","2",null,"2015-02-07 19:47:07.273"
"9726e4d4-d8c9-1004-8a97-438cca05a146","F143","1",null,"2015-02-07 19:47:07.8"
"9726e4d4-d8c9-1004-8a97-438cca05a146","F143","2",null,"2015-02-07 19:47:07.8"
"9727cf34-d8c9-1004-8a97-438cca05a146","F150","1",null,"2015-02-07 19:47:08.508"
"9727cf34-d8c9-1004-8a97-438cca05a146","F150","2",null,"2015-02-07 19:47:08.508"
"9728b9f8-d8c9-1004-8a97-438cca05a146","F114","1",null,"2015-02-07 19:47:09.021"
"9728b9f8-d8c9-1004-8a97-438cca05a146","F114","2",null,"2015-02-07 19:47:09.021"
"97297d48-d8c9-1004-8a97-438cca05a146","F113","1",null,"2015-02-07 19:47:09.574"
"97297d48-d8c9-1004-8a97-438cca05a146","F113","2",null,"2015-02-07 19:47:09.574"
"972a4098-d8c9-1004-8a97-438cca05a146","F101","1",null,"2015-02-07 19:47:10.031"
"972a4098-d8c9-1004-8a97-438cca05a146","F101","2",null,"2015-02-07 19:47:10.031"
"972bc738-d8c9-1004-8a97-438cca05a146","F25","1",null,"2015-02-07 19:47:11.004"
"972bc738-d8c9-1004-8a97-438cca05a146","F25","2",null,"2015-02-07 19:47:11.004"
"972c8a88-d8c9-1004-8a97-438cca05a146","F22","1",null,"2015-02-07 19:47:11.508"
"972c8a88-d8c9-1004-8a97-438cca05a146","F22","2",null,"2015-02-07 19:47:11.509"
"972d4dd8-d8c9-1004-8a97-438cca05a146","F20","1",null,"2015-02-07 19:47:12.036"
"972d4dd8-d8c9-1004-8a97-438cca05a146","F20","2",null,"2015-02-07 19:47:12.036"
"972e3838-d8c9-1004-8a97-438cca05a146","F4","1",null,"2015-02-07 19:47:12.691"
"972e3838-d8c9-1004-8a97-438cca05a146","F4","2",null,"2015-02-07 19:47:12.691"
"972f2298-d8c9-1004-8a97-438cca05a146","GAME098","1",null,"2015-02-07 19:47:13.196"
"972f2298-d8c9-1004-8a97-438cca05a146","GAME098","2",null,"2015-02-07 19:47:13.196"
"972fe5e8-d8c9-1004-8a97-438cca05a146","GAME096","1",null,"2015-02-07 19:47:13.697"
"972fe5e8-d8c9-1004-8a97-438cca05a146","GAME096","2",null,"2015-02-07 19:47:13.697"
